press_date_at,pressing_time,die_number,production_number,specific_weight,production_length,production_weight,discard_thickness,discard_weight,pressing_type,plan_billet_quantities,actual_billet_quantities,billet_length,billet_size,work_quantity,total_ng,total_ok,dimension_check_date,etching_check_date,aging_check_date,packing_check_date,code_301,code_302,code_303,code_304,code_305,code_306,code_307,code_308,code_309,code_310,code_311,code_312,code_313,code_314,code_315,code_316,code_317,code_318,code_319,code_320,code_321,code_322,code_323,code_324,code_351,code_401,machine,mfg
2023-06-01,0.55,CXS06S3-V01D,CXS06A-R6000-20K,0.826,2,1.652,25,2.98,〇,2,2,600,9,62,62,0,2023-06-02,,,,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-06-01,0.95,SY30MP-V04D,SY30M-20-E-1,4.22,2,8.44,25,2.98,〇,14,3,1200,9,38,38,0,2023-06-02,,,,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-06-01,0.50,MGPM20B2-V02D,MGP20A-AC893-30K,5.03,3,15.09,25,2.98,◎,5,2,1200,9,12,12,0,2023-06-03,,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-06-01,0.75,MHQ40B-V01D,P3311602-M,4.63806,0,0,25,2.98,●,5,5,1200,9,54,12,42,2023-06-03,2023-06-02,2023-06-03,2023-06-05,0,1,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-06-01,0.67,CRQ20B-V03D,P4730003-D,3.42,2.05,7.011,25,2.98,●,5,5,1200,9,84,24,60,2023-06-07,2023-06-02,2023-06-02,2023-06-09,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,Dubai
2023-06-01,0.83,SY30MP-V05D,SY30M-20-E-1,4.22,2,8.44,35,4.17,●,10,4,1200,9,51,1,50,2023-06-02,2023-06-02,2023-06-02,2023-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Dubai
2023-06-01,0.33,SY70M-V02B,SY7000-20-1,6.22,2,12.44,35,4.17,〇,2,2,1200,9,17,17,0,2023-06-09,,,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-31,2.18,MHY10B-V01D,P3319101-M,1.02,2,2.04,25,2.98,●,20,20,600,9,519,0,519,2023-06-02,2023-06-01,2023-06-01,2023-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-31,0.17,MHZ40B-V01D,P4811601-M-1,8.1,2,16.2,50,5.95,〇,1,1,1200,9,5,5,0,2023-06-05,,,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-31,1.07,CRQ40B-V01D,P4730005-D,4.95,2.15,10.643,40,4.76,●,12,12,1200,9,119,4,115,2023-06-03,2023-06-01,2023-06-01,2023-06-03,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-31,0.42,M1B40T-V01D,MB-40ABL8510-30K,1.87002,3,5.61,25,2.98,〇,2,2,600,9,19,19,0,2023-06-02,,,,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-31,0.50,SY50M-V02B,SY5000-20-1,4.44,2,8.88,35,4.17,●,3,3,1200,9,36,0,36,2023-06-02,2023-06-01,2023-06-01,2023-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-31,0.22,CXS10S3-V01D,CXS10A-R6001-20K,1.12,2,2.24,25,2.98,〇,1,1,600,9,22,22,0,2023-06-05,,,,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-31,0.33,S070M2-V01B,SS0700-50-1D,1.99692,2,3.994,25,2.98,〇,2,2,600,9,25,25,0,2023-06-05,,,,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-31,1.37,XLA40B2-V01B,XLA40-1B-S,12.34,2.035,25.112,35,4.17,●,12,12,1200,9,42,7,35,2023-06-02,2023-06-01,2023-06-02,2023-06-02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,Dubai
2023-05-30,1.20,VV14M1-V01D,DXT199-20-23,2.58,2,5.16,50,5.95,●,7,7,1200,9,153,3,150,2023-06-01,2023-05-31,2023-05-31,2023-06-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-30,0.63,P5053B3-V01D,P5053-1083,9.8361,2,19.672,25,2.98,●,6,6,1200,9,29,2,27,2023-06-01,2023-05-31,2023-05-31,2023-06-02,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-30,1.92,SY50MP-V05D,SY50M-20-E-1,6.73,2,13.46,50,5.95,●,20,20,1200,9,149,0,149,2023-06-01,2023-05-31,2023-05-31,2023-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-30,0.72,CQ16TH-V01D,C2Q016K04-56564,1.3041,2,2.608,25,2.98,●,7,7,600,9,152,2,150,2023-06-02,2023-05-31,2023-05-31,2024-11-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,Dubai
2023-05-30,0.42,CQS25T-V01D,CQS25-04-F6467-K,2.29975,2,4.6,25,2.98,〇,7,2,600,9,21,21,0,2023-06-02,,,,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-30,0.50,XLA40B2-V02B,XLA40-1B-S,12.34,2.035,25.112,50,5.95,●,4,4,1200,9,14,1,13,2023-06-01,2023-05-31,2023-06-01,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-30,1.83,XLA40B2-V01B,XLA40-1B-S,12.34,2.035,25.112,35,4.17,●,32,20,1200,9,70,7,63,2023-05-31,2023-06-01,2023-06-01,2023-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,Dubai
2023-05-29,0.70,DXT155M-V01D,DXT155-38-1,2.43,2,4.86,25,2.98,●,4,4,1200,9,86,3,83,2023-05-30,2023-05-29,2023-05-30,2023-05-31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Dubai
2023-05-29,0.60,M1B50T-V01D,MB-50ABL8511-30K,2.72997,3,8.19,25,2.98,〇,2,2,1200,9,27,27,0,2023-05-31,,,,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-29,0.78,SY50MP-V04D,SY50M-20-E-1,6.73,2,13.46,50,5.95,〇,14,4,1200,9,30,30,0,2023-05-30,,,,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-29,0.30,MHF08B-V01D,P4814101-MH1,1.13535,2,2.271,25,2.98,〇,1,1,600,9,21,21,0,2023-05-31,,,,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VN
2023-05-29,0.82,MSQ30B2-V02D,P6260301-D,5.19,2.07,10.743,35,4.17,●,6,6,1200,9,59,2,57,2023-05-31,2023-05-29,2023-05-30,2023-05-31,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-29,0.58,CRQ40B-V01D,P4730005-D,4.95,2.15,10.643,40,4.76,●,7,4,1200,9,38,3,35,2023-05-30,2023-05-31,2023-05-30,2023-05-31,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-29,0.75,CQ25T3-V01B,C2Q25A-AD137A20K,2.15838,2,4.317,25,2.98,●,7,7,600,9,83,4,79,2023-06-01,2023-05-31,2023-05-30,2023-06-01,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-29,1.08,CQS16T-V01B,CQS16-04-F6463-K,1.86273,2,3.725,25,2.98,●,10,10,600,9,148,10,138,2023-06-01,2023-05-31,2023-05-30,2023-06-01,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,Dubai
2023-05-29,2.17,SY30MP-V05D,SY30M-20-E-1,4.22,2,8.44,35,4.17,●,14,12,1200,9,155,4,151,2023-05-31,2023-05-31,2023-05-31,2023-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,Dubai
2023-05-26,0.53,SY30MP-V04D,SY30M-20-E-1,4.22,2,8.44,25,2.98,〇,14,2,1200,9,25,25,0,2023-05-30,,,,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-26,0.22,MHY10B-V01D,P3319101-M,1.02,2,2.04,25,2.98,〇,7,1,600,9,25,25,0,2023-05-30,,,,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-26,2.33,SY50MP-V05D,SY50M-20-E-1,6.73,2,13.46,50,5.95,●,20,24,1200,9,181,14,167,2023-05-30,2023-05-29,2023-05-29,2023-05-30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,1,Dubai
2023-05-26,1.28,MSQ30B2-V03D,P6260301-D,5.19,2.07,10.743,35,4.17,●,10,10,1200,9,99,1,98,2023-05-30,2023-05-29,2023-05-30,2023-05-30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-26,0.30,CXS32S3-V01D,CXS32A-BA025-20K,4.467,2,8.934,25,2.98,〇,2,2,1200,9,23,23,0,2023-05-31,,,,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-26,0.50,MXW20B-V02D,P3801101-M,6.42,2,12.84,25,2.98,〇,6,3,1200,9,23,23,0,2023-05-30,,,,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-26,0.45,MHQ40B-V01D,P3311602-M,4.63806,0,0,25,2.98,◎,3,3,1200,9,32,32,0,,2023-05-29,2023-05-30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,0,1,Dubai
2023-05-26,0.38,CXS06S3-V01D,CXS06A-R6000-20K,0.826,2,1.652,25,2.98,〇,3,3,600,9,100,100,0,2023-05-29,,,,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-25,0.28,RMMA120-V01D,P3552342-0101M,7.541,2,15.082,25,2.98,〇,2,2,1200,9,13,13,0,2023-05-25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-25,0.30,SY50M3-V01D,SY5000-20-118,5.1381,2,10.276,50,5.95,〇,2,2,1200,9,21,21,0,2023-05-30,,,,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-25,0.35,S070M2-V01B,SS0700-50-1D,1.99692,2,3.994,25,2.98,〇,2,2,600,9,25,25,0,2023-05-29,,,,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-25,0.60,SY30MP-V03D,SY30M-20-E-1,4.22,2,8.44,25,2.98,〇,2,2,1200,9,25,25,0,2023-05-30,,,,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-25,0.63,SY30MP-V06D,SY30M-20-E-1,4.22,2,8.44,35,4.17,〇,14,2,1200,9,25,25,0,2023-05-26,,,,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-25,0.92,XLA40B2-V02B,XLA40-1B-S,12.34,2.035,25.112,50,5.95,●,8,8,1200,9,28,2,26,2023-05-26,2023-05-26,2023-05-26,2023-05-29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Dubai
2023-05-25,0.58,SY50MP-V03D,SY50M-20-E-1,6.73,2,13.46,50,5.95,〇,20,3,1200,9,23,23,0,2023-05-26,,,,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-25,0.78,VV15M1-V01D,DXT201-13-13,3.54,2,7.08,25,2.98,●,6,6,1200,9,95,14,81,2023-05-29,2023-05-26,2023-05-26,2023-05-29,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-25,2.47,XLA25B2-V02B,XLA25-1B-S,7.28,2,14.56,35,4.17,●,26,26,1200,9,181,7,174,2023-05-29,2023-05-26,2023-05-29,2023-05-30,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-24,0.75,SY50MP-V05D,SY50M-20-E-1,6.73,2,13.46,50,5.95,〇,20,3,1200,9,23,23,0,2023-05-25,,,,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-24,0.42,CQ63T-V03C,C2Q63-04-J0782AK,5.53,2,11.06,50,5.95,〇,4,4,1200,9,41,41,0,2023-06-05,,,,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-24,0.53,SY30MP-V01D,SY30M-20-E-1,4.22,2,8.44,35,4.17,〇,2,2,1200,9,25,25,0,2023-05-25,,,,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-24,0.22,DXT192M1-V01D,DXT192-11-3,1.85,2,3.7,25,2.98,〇,1,1,1200,9,13,13,0,2023-05-26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-24,4.50,XLA40B2-V01B,XLA40-1B-S,12.34,2.035,25.112,35,4.17,●,28,29,1200,9,101,3,98,2023-05-26,2023-05-26,2023-05-26,2023-05-26,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Dubai
2023-05-24,0.33,RMMA90-V01D,P3552332-0101M,7.034,2,14.068,25,2.98,〇,2,2,1200,9,13,13,0,2023-05-25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-23,1.08,SY30MP-V05D,SY30M-20-E-1,4.22,2,8.44,35,4.17,●,14,5,1200,9,64,1,63,2023-05-24,2023-05-23,2023-05-24,2023-05-24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-23,0.50,SY30MP-V02D,SY30M-20-E-1,4.22,2,8.44,25,2.98,〇,2,2,1200,9,25,25,0,2023-05-25,,,,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-23,1.33,XLA40B2-V01B,XLA40-1B-S,12.34,2.035,25.112,35,4.17,●,20,16,1200,9,56,6,50,2023-05-24,2023-05-23,2023-05-24,2023-05-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,Dubai
2023-05-22,2.78,SY30MP-V04D,SY30M-20-E-1,4.22,2,8.44,25,2.98,●,14,14,1200,9,180,21,159,2023-05-23,2023-05-23,2023-05-23,2023-05-23,0,6,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-22,0.38,MGPM25B2-V02D,MGP25A-AC894-30K,6.19,3,18.57,35,4.17,〇,2,2,1200,9,11,11,0,2023-05-29,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-22,0.25,MYB16H-V03D,MYB16LAA7163-20K,2.98,2,5.96,35,4.17,〇,1,1,1200,9,18,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-22,0.45,XGTP300BN-V01D,XGTP300-1-2M-1,3.356,2,6.712,35,4.17,〇,2,2,1200,9,31,31,0,2023-05-30,,,,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-20,0.53,MHZ25B-V01B,P4811401-M-1,3.76704,2,7.534,55,6.55,●,3,3,1200,9,38,0,38,2023-05-22,2023-05-20,2023-05-22,2023-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-20,0.22,MHF08B-V01D,P4814101-MH1,1.13535,2,2.271,25,2.98,〇,1,1,600,9,21,21,0,2023-05-23,,,,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-20,1.83,SY30MP-V06D,SY30M-20-E-1,4.22,2,8.44,35,4.17,●,10,10,1200,9,129,5,124,2023-05-23,2023-05-20,2023-05-22,2023-05-23,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-20,0.75,XLA40B2-V02B,XLA40-1B-S,12.34,2.035,25.112,35,4.17,〇,8,8,1200,9,27,27,0,2023-05-23,,,,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-19,0.33,CXS10S3-V01D,CXS10A-R6001-20K,1.12,2,2.24,25,2.98,〇,1,1,600,9,22,22,0,2023-05-23,,,,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-19,0.28,MGPM12B2-V02D,MGP12A-AC891-30K,2.55,3,7.65,25,2.98,〇,1,1,1200,9,11,11,0,2023-05-26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-19,2.88,SY30MP-V05D,SY30M-20-E-1,4.22,2,8.44,35,4.17,●,10,14,1200,9,177,5,172,2023-05-22,2023-05-20,2023-05-20,2023-05-22,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-19,0.20,MGPM16B2-V02D,MGP16A-AC892-30K,3.26,3,9.78,25,2.98,〇,1,1,1200,9,11,11,0,2023-05-26,,,,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-18,1.33,SY50MP-V03D,SY50M-20-E-1,6.73,2,13.46,50,5.95,●,12,12,1200,9,89,2,87,2023-05-19,2023-05-19,2023-05-19,2023-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,Dubai
2023-05-18,0.25,MGPL20B2-V02D,MGP20A-AC903-30K,4.49,3,13.47,25,2.98,〇,1,1,1200,9,7,7,0,2023-05-26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-18,2.25,SY30MP-V06D,SY30M-20-E-1,4.22,2,8.44,35,4.17,●,11,11,1200,9,141,4,137,2023-05-22,2023-05-19,2023-05-19,2023-05-22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Dubai
2023-05-18,0.58,MHZ25B-V01B,P4811401-M-1,3.76704,2,7.534,55,6.55,〇,3,2,1200,9,29,29,0,2023-05-19,,,,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-18,0.50,SY50MP-V04D,SY50M-20-E-1,6.73,2,13.46,50,5.95,◎,4,4,1200,9,30,11,19,2023-05-23,2023-05-19,2023-05-19,2023-05-23,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,Dubai
2023-05-18,0.25,MGPL25B2-V02D,MGP25A-AC904-30K,5.51,3,16.53,25,2.98,〇,2,2,1200,9,13,13,0,2023-05-26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-18,1.00,CXS20S3-V01D,CXS20A-BA023-20K,2.082,2,4.164,25,2.98,●,11,11,600,9,141,4,137,2023-05-20,2023-05-19,2023-05-19,2023-05-20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-17,0.48,SY30MP-V01D,SY30M-20-E-1,4.22,2,8.44,35,4.17,〇,2,2,1200,9,25,25,0,2023-05-17,,,,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-17,0.20,S070M2-V01B,SS0700-50-1D,1.99692,2,3.994,25,2.98,〇,1,1,600,9,12,12,0,2023-05-20,,,,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-17,0.40,CXS32S3-V01D,CXS32A-BA025-20K,4.467,2,8.934,25,2.98,〇,2,2,1200,9,23,23,0,2023-05-20,,,,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-17,0.20,DXT192M1-V02D,DXT192-11-3,1.85,2,3.7,25,2.98,〇,2,2,600,9,29,29,0,2023-05-20,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-17,0.40,M1B32T-V01D,MB-32ABL8509-30K,1.45989,3,4.38,25,2.98,〇,2,2,600,9,23,23,0,2023-05-20,,,,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-17,0.40,MSQ30B2-V02D,P6260301-D,5.19,2.07,10.743,35,4.17,●,4,4,1200,9,40,3,37,2023-05-19,2023-05-19,2023-05-19,2023-05-30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,Dubai
2023-05-16,0.33,CXS20S3-V01D,CXS20A-BA023-20K,2.082,2,4.164,25,2.98,〇,10,2,600,9,24,24,0,2023-05-17,,,,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-16,0.28,MHF12B-V01D,P4814201-MH1,1.50536,2,3.011,25,2.98,〇,1,1,600,9,17,17,0,2023-05-16,,,,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-16,0.27,MGPL16B2-V02D,MGP16A-AC902-30K,3.04,3,9.12,25,2.98,〇,1,1,1200,9,19,19,0,2023-05-22,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-16,0.28,SY70M-V02B,SY7000-20-1,6.22,2,12.44,35,4.17,〇,2,2,1200,9,16,16,0,2023-05-16,,,,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-16,0.33,MGPL12B2-V02D,MGP12A-AC901-30K,2.46,3,7.38,25,2.98,〇,1,1,1200,9,13,13,0,2023-05-26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-15,0.45,CQ63T-V03C,C2Q63-04-J0782AK,5.53,2,11.06,50,5.95,〇,4,4,1200,9,41,41,0,2023-05-20,,,,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-15,0.20,MSQ20B2-V01D,P6260201-D,4.66,2.075,9.669,35,4.17,〇,2,2,1200,9,21,21,0,2023-05-17,,,,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-15,0.47,M1B40T-V01D,MB-40ABL8510-30K,1.87002,3,5.61,25,2.98,〇,2,2,600,9,19,19,0,2023-05-17,,,,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-15,0.50,M1B50T-V01D,MB-50ABL8511-30K,2.72997,3,8.19,25,2.98,〇,2,2,1200,9,27,27,0,2023-05-17,,,,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-12,1.38,SY50MP-V03D,SY50M-20-E-1,6.73,2,13.46,50,5.95,●,12,12,1200,9,90,3,87,2023-05-16,2023-05-15,2023-05-15,2023-05-17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-12,0.25,SY70M-V02B,SY7000-20-1,6.22,2,12.44,35,4.17,〇,2,2,1200,9,17,17,0,2023-05-16,,,,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-12,2.58,P5053B2-V01D,P5053-1082,7.8111,2,15.622,25,2.98,●,28,28,1200,9,181,10,171,2023-05-16,2023-05-15,2023-05-15,2023-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,Dubai
2023-05-12,0.32,MHF08B-V01D,P4814101-MH1,1.13535,2,2.271,25,2.98,〇,2,2,600,9,43,43,0,2023-05-15,,,,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
2023-05-12,0.60,SY30MP-V04D,SY30M-20-E-1,4.22,2,8.44,25,2.98,●,7,2,1200,9,25,0,25,2023-05-17,2023-05-15,2023-05-15,2023-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dubai
2023-05-12,0.50,CXS06S3-V01D,CXS06A-R6000-20K,0.826,2,1.652,25,2.98,〇,3,3,600,9,94,94,0,2023-05-15,,,,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VN
